"date","source","leads_generated"
"2024-06-13",Toll Free,84
"2024-01-05",Toll Free,22
"2024-01-27",Website,82
"2024-08-08",Toyota Offer,1
"2024-02-13",Events,2
"2024-01-19",Toll Free,19
"2024-08-16",Twitter,168
"2024-03-28",Online Sales,488
"2024-09-25",Mobile Applications-TSS,1
"2024-08-31",Chatbot,1
"2024-06-24",Toyota Offer,222
"2024-09-29",Instagram,1
"2024-10-03",Online Sales,326
"2024-12-18",Toyota Offer,3
"2024-01-27",Toll Free,72
"2024-06-15",Test Drive,30
"2024-06-24",Online Sales,417
"2024-05-01",Motory,73
"2024-04-27",Toyota Offer,22
"2024-11-25",Toll Free,61
"2024-12-20",Toyota Offer,5
"2024-11-09",Twitter,6
"2024-08-27",Twitter,25
"2024-11-10",Twitter,14
"2024-12-15",Test Drive,36
"2024-11-21",Toyota Offer,73
"2024-07-13",Online Sales,368
"2024-06-14",Toyota Offer,2
"2024-10-12",Test Drive,63
"2024-07-14",Test Drive,46
"2024-07-05",Chatbot,1
"2024-02-11",HoloLens,1
"2024-08-13",Social Media - Campaign,42
"2024-07-05",Toyota Offer,1
"2024-02-25",Toll Free,157
"2024-03-01",Instagram,1
"2024-04-05",Twitter,7
"2024-08-18",Online Sales,1767
"2024-04-03",Twitter,13
"2024-05-18",Chatbot,4
"2024-09-09",Instagram,1
"2024-03-09",Chatbot,1
"2024-09-11",Motory,43
"2024-08-02",Toll Free,62
"2024-08-12",Motory Campaign,32
"2024-11-30",Test Drive,27
"2024-05-20",Motory,53
"2024-12-10",Online Sales,189
"2024-10-15",Test Drive,54
"2024-02-12",Toyota Offer,19
"2024-08-17",Online Sales,1960
"2024-06-23",Social Media - Campaign,1
"2024-01-14",Chatbot,4
"2024-09-21",Test Drive,59
"2024-05-05",Online Sales,371
"2024-02-16",Toll Free,18
"2024-04-22",Instagram,2
"2024-06-12",Chatbot,5
"2024-12-08",Motory Campaign,155
"2024-11-01",Twitter,4
"2024-03-05",Social Media - Campaign,28
"2024-02-18",Toll Free,179
"2024-10-17",Toll Free,66
"2024-12-24",Online Sales,192
"2024-10-01",Motory,57
"2024-09-19",Mobile Applications-TSS,1
"2024-09-19",Social Media - Campaign,40
"2024-10-10",Motory,37
"2024-02-04",Chatbot,1
"2024-04-15",Toll Free,230
"2024-01-22",Social Media - Campaign,1
"2024-12-29",Test Drive,64
"2024-06-15",Toyota Offer,1
"2024-04-09",Twitter,6
"2024-02-02",Twitter,6
"2024-06-24",Events,1
"2024-08-31",Website,178
"2024-04-21",Website,151
"2024-11-22",Online Sales,230
"2024-08-17",Twitter,121
"2024-12-08",Website,106
"2024-09-14",Motory,54
"2024-05-07",Instagram,1
"2024-04-24",Website,91
"2024-07-18",Online Sales,335
"2024-09-13",Website,186
"2024-05-03",Toll Free,19
"2024-05-13",Chatbot,7
"2024-12-06",Social Media - Campaign,135
"2024-11-25",Test Drive,38
"2024-11-16",Test Drive,45
"2024-10-17",Website,113
"2024-02-27",Instagram,1
"2024-02-06",Motory,102
"2024-06-24",Chatbot,3
"2024-03-08",Toll Free,18
"2024-05-19",Toll Free,241
"2024-02-15",Twitter,12
"2024-07-05",Twitter,6
"2024-11-18",Chatbot,1
"2024-02-14",Motory,121
"2024-05-17",Instagram,1
"2024-06-11",Test Drive,43
"2024-09-02",Yalla Motor,9
"2024-11-18",Toll Free,82
"2024-01-07",Website,93
"2024-01-04",Twitter,6
"2024-08-06",Test Drive,29
"2024-10-01",Social Media - Campaign,46
"2024-12-31",Toll Free,37
"2024-09-13",Online Sales,449
"2024-11-09",Social Media - Campaign,19
"2024-08-25",Events,1
"2024-09-28",Twitter,22
"2024-05-01",Chatbot,2
"2024-11-03",Online Sales,342
"2024-11-19",Motory Campaign,82
"2024-05-16",Online Sales,374
"2024-11-07",Motory,45
"2024-07-24",Test Drive,54
"2024-09-17",Toyota Offer,41
"2024-10-30",Test Drive,37
"2024-12-10",Test Drive,37
"2024-08-25",Toll Free,378
"2024-02-27",Motory,84
"2024-10-24",Motory Campaign,24
"2024-01-03",Mobile Applications-TSS,1
"2024-07-08",Chatbot,2
"2024-01-19",Website,86
"2024-07-10",Social Media - Campaign,150
"2024-02-16",Toyota Offer,18
"2024-12-22",Website,133
"2024-02-05",Toll Free,128
"2024-04-04",Chatbot,5
"2024-01-21",Motory,119
"2024-11-30",Motory Campaign,9
"2024-10-09",Social Media - Campaign,14
"2024-06-22",Mobile Applications-TSS,1
"2024-04-22",Website,147
"2024-02-03",Events,1
"2024-05-13",Social Media - Campaign,23
"2024-12-03",Facebook,2
"2024-09-07",Twitter,22
"2024-07-24",Toyota Offer,1
"2024-05-14",Chatbot,8
"2024-07-25",Website,84
"2024-04-14",Social Media - Campaign,100
"2024-09-22",Website,167
"2024-01-27",Chatbot,4
"2024-02-04",Toll Free,145
"2024-05-20",Events,1
"2024-03-14",Motory,137
"2024-11-08",Online Sales,190
"2024-05-29",Toyota Offer,115
"2024-10-03",Social Media - Campaign,49
"2024-12-06",Chatbot,1
"2024-06-08",Motory,74
"2024-06-04",Online Sales,322
"2024-02-22",Events,1
"2024-10-04",Motory,48
"2024-08-15",Toll Free,221
"2024-12-17",Motory,37
"2024-02-17",Website,122
"2024-12-06",Online Sales,123
"2024-09-30",Test Drive,49
"2024-05-26",Chatbot,4
"2024-08-03",Chatbot,3
"2024-03-27",Toll Free,150
"2024-07-06",Toll Free,135
"2024-02-07",Chatbot,1
"2024-07-18",Test Drive,52
"2024-05-17",Motory,52
"2024-02-02",Social Media - Campaign,18
"2024-07-13",Website,89
"2024-10-11",Website,91
"2024-09-08",Chatbot,3
"2024-09-24",Twitter,18
"2024-05-21",Online Sales,477
"2024-10-31",Events,1
"2024-10-06",Social Media - Campaign,22
"2024-07-19",Twitter,11
"2024-08-21",Toll Free,339
"2024-12-19",Chatbot,3
"2024-05-23",Twitter,10
"2024-05-07",Motory,82
"2024-03-21",Motory,137
"2024-11-11",Chatbot,1
"2024-09-20",Chatbot,7
"2024-10-14",Twitter,5
"2024-02-11",Motory,110
"2024-02-08",Toyota Offer,26
"2024-02-10",Motory,110
"2024-11-26",Test Drive,41
"2024-09-29",Toll Free,117
"2024-06-13",Chatbot,4
"2024-04-30",Website,105
"2024-12-12",Website,106
"2024-12-12",Motory,41
"2024-07-01",Facebook,1
"2024-02-03",Motory,68
"2024-03-29",Online Sales,486
"2024-06-01",Toll Free,145
"2024-10-19",Twitter,11
"2024-10-15",Website,161
"2024-02-18",Online Sales,426
"2024-07-09",Online Sales,311
"2024-03-25",Twitter,10
"2024-11-09",Motory,38
"2024-12-08",Motory,43
"2024-05-12",Website,108
"2024-04-13",Events,3
"2024-05-23",Toll Free,200
"2024-09-14",Toyota Offer,41
"2024-12-22",Online Sales,278
"2024-04-21",Mobile Applications-TSS,1
"2024-05-28",Website,110
"2024-12-09",Instagram,1
"2024-08-26",Chatbot,2
"2024-11-13",Chatbot,3
"2024-11-06",Toyota Offer,334
"2024-03-19",Toll Free,143
"2024-12-03",Website,67
"2024-11-15",Website,82
"2024-07-19",Chatbot,2
"2024-05-11",Test Drive,28
"2024-04-28",Toyota Offer,28
"2024-08-30",Motory,49
"2024-06-08",Mobile Applications-TSS,1
"2024-10-28",Chatbot,3
"2024-07-05",Toll Free,15
"2024-07-02",Website,132
"2024-11-25",Facebook,3
"2024-09-24",Chatbot,11
"2024-11-13",Twitter,2
"2024-07-27",Chatbot,7
"2024-03-31",Toll Free,145
"2024-08-17",Facebook,1
"2024-01-12",Chatbot,1
"2024-12-08",Twitter,1
"2024-07-16",Twitter,5
"2024-07-13",Toll Free,171
"2024-10-06",Facebook,1
"2024-10-12",Toyota Offer,2
"2024-08-18",Social Media - Campaign,13
"2024-04-02",Twitter,14
"2024-03-12",Motory,93
"2024-10-22",Toyota Offer,8
"2024-03-19",Social Media - Campaign,21
"2024-10-13",Test Drive,77
"2024-09-05",Twitter,17
"2024-05-22",Toyota Offer,4
"2024-05-14",Online Sales,445
"2024-12-16",Twitter,1
"2024-03-10",Online Sales,434
"2024-12-04",Motory,43
"2024-09-27",Toll Free,5
"2024-02-01",Toyota Offer,2
"2024-01-01",Online Sales,334
"2024-04-16",Twitter,12
"2024-10-07",Website,128
"2024-07-10",Online Sales,506
"2024-12-07",Website,92
"2024-12-30",Motory Campaign,5
"2024-03-20",Twitter,11
"2024-09-27",Mobile Applications-TSS,1
"2024-08-05",Motory Campaign,29
"2024-09-20",Motory,38
"2024-12-11",Social Media - Campaign,121
"2024-04-03",Toll Free,90
"2024-07-11",Toyota Offer,3
"2024-06-28",Social Media - Campaign,36
"2024-08-01",Instagram,5
"2024-01-26",Mobile Applications-TSS,1
"2024-02-24",Chatbot,1
"2024-09-16",Toll Free,159
"2024-10-05",Twitter,4
"2024-07-22",Online Sales,358
"2024-01-21",Online Sales,392
"2024-08-30",Toll Free,46
"2024-05-06",Twitter,13
"2024-07-03",Toll Free,148
"2024-05-15",Mobile Applications-TSS,2
"2024-12-12",Toyota Offer,3
"2024-01-31",Motory,69
"2024-12-20",Toll Free,12
"2024-08-25",Online Sales,1177
"2024-03-30",Toyota Offer,1620
"2024-02-11",Chatbot,1
"2024-03-25",Instagram,1
"2024-09-06",Toll Free,16
"2024-05-12",Toyota Offer,38
"2024-01-30",Online Sales,337
"2024-11-24",Test Drive,49
"2024-02-23",Website,111
"2024-10-22",Events,1
"2024-10-09",Motory,59
"2024-09-17",Twitter,19
"2024-08-18",Chatbot,3
"2024-12-26",Twitter,1
"2024-07-28",Toll Free,161
"2024-06-22",Facebook,1
"2024-07-16",Website,84
"2024-07-26",Toll Free,26
"2024-12-10",Toll Free,68
"2024-07-05",Instagram,2
"2024-03-24",Mobile Applications-TSS,1
"2024-02-21",Toyota Offer,34
"2024-01-03",Twitter,7
"2024-12-01",Social Media - Campaign,146
"2024-06-07",Website,73
"2024-07-22",Twitter,19
"2024-11-04",Social Media - Campaign,122
"2024-04-30",Toll Free,147
"2024-10-14",Motory,62
"2024-04-24",Motory,74
"2024-02-08",Social Media - Campaign,10
"2024-09-18",Chatbot,8
"2024-01-31",Motory Campaign,1
"2024-12-16",Social Media - Campaign,68
"2024-11-11",Motory Campaign,96
"2024-04-29",Toll Free,189
"2024-07-20",Test Drive,39
"2024-06-19",Chatbot,3
"2024-05-15",Twitter,18
"2024-05-16",Chatbot,2
"2024-01-21",Social Media - Campaign,13
"2024-01-27",Twitter,4
"2024-04-22",Social Media - Campaign,4
"2024-05-27",Website,112
"2024-11-27",Toyota Offer,3
"2024-07-21",Toll Free,191
"2024-05-08",Test Drive,23
"2024-02-25",Motory,101
"2024-03-20",Instagram,1
"2024-03-12",Chatbot,2
"2024-09-28",Chatbot,5
"2024-06-28",Motory,53
"2024-05-29",Motory,65
"2024-03-21",Social Media - Campaign,7
"2024-02-12",Twitter,11
"2024-11-20",Motory,61
"2024-04-24",Social Media - Campaign,58
"2024-02-03",Website,80
"2024-04-14",Toyota Offer,1
"2024-02-07",Twitter,5
"2024-08-15",Online Sales,1750
"2024-04-28",Twitter,11
"2024-01-14",Motory,104
"2024-02-11",Social Media - Campaign,1
"2024-11-10",Test Drive,36
"2024-12-14",Website,97
"2024-09-12",Website,190
"2024-12-26",Motory,37
"2024-02-27",Website,133
"2024-09-25",Chatbot,4
"2024-01-04",Instagram,2
"2024-05-01",Toyota Offer,5
"2024-01-03",Motory,78
"2024-01-02",Social Media - Campaign,33
"2024-11-14",Motory,24
"2024-05-20",Toll Free,209
"2024-11-05",Test Drive,36
"2024-11-11",Toll Free,67
"2024-11-24",Website,121
"2024-01-18",Twitter,8
"2024-06-10",Chatbot,2
"2024-11-11",Motory,42
"2024-05-03",Events,3
"2024-01-18",Mobile Applications-TSS,2
"2024-07-10",Website,68
"2024-12-19",Website,141
"2024-11-09",Toll Free,57
"2024-09-27",Motory,67
"2024-03-30",Facebook,4
"2024-03-12",Online Sales,421
"2024-02-15",Mobile Applications-TSS,1
"2024-01-01",Website,63
"2024-10-15",Mobile Applications-TSS,1
"2024-07-14",Social Media - Campaign,160
"2024-08-06",Toll Free,235
"2024-06-22",Toyota Offer,87
"2024-07-17",Website,88
"2024-07-02",Twitter,47
"2024-01-04",Toll Free,120
"2024-06-17",Twitter,16
"2024-06-05",Website,69
"2024-01-30",Toyota Offer,31
"2024-09-09",Twitter,18
"2024-06-25",Online Sales,402
"2024-06-13",Website,88
"2024-12-13",Twitter,2
"2024-03-21",Toyota Offer,108
"2024-08-02",Social Media - Campaign,145
"2024-05-17",Toll Free,35
"2024-06-08",Twitter,19
"2024-12-25",Test Drive,55
"2024-11-23",Website,129
"2024-12-31",Instagram,1
"2024-03-12",Twitter,11
"2024-10-27",Motory,55
"2024-08-31",Yalla Motor,9
"2024-08-28",Motory,50
"2024-05-18",Toll Free,234
"2024-11-30",Toyota Offer,2
"2024-05-26",Online Sales,447
"2024-07-17",Social Media - Campaign,78
"2024-02-13",Twitter,6
"2024-11-06",Website,110
"2024-07-12",Social Media - Campaign,119
"2024-01-20",Online Sales,395
"2024-08-26",Test Drive,43
"2024-06-06",Motory,49
"2024-05-09",Mobile Applications-TSS,1
"2024-08-12",Instagram,1
"2024-05-30",Twitter,14
"2024-07-11",Mobile Applications-TSS,1
"2024-06-29",Test Drive,57
"2024-01-13",Online Sales,399
"2024-08-31",Toll Free,208
"2024-07-23",Test Drive,62
"2024-07-03",Website,97
"2024-01-08",Toll Free,138
"2024-12-01",Motory Campaign,1
"2024-02-29",Twitter,4
"2024-11-21",Online Sales,290
"2024-04-03",Toyota Offer,10
"2024-12-09",Website,87
"2024-03-26",Motory,111
"2024-11-15",Online Sales,281
"2024-09-29",Twitter,11
"2024-02-11",Twitter,9
"2024-08-10",Website,81
"2024-03-22",Events,4
"2024-03-08",Twitter,17
"2024-01-29",Twitter,3
"2024-12-16",Chatbot,1
"2024-03-21",Toll Free,148
"2024-07-28",Toyota Offer,25
"2024-07-29",Chatbot,3
"2024-10-05",Online Sales,378
"2024-07-20",Toll Free,202
"2024-11-03",Toyota Offer,4
"2024-09-18",Motory,52
"2024-11-23",Online Sales,305
"2024-09-17",Motory,41
"2024-05-15",Instagram,1
"2024-08-19",Motory,49
"2024-11-11",Online Sales,306
"2024-11-01",Social Media - Campaign,171
"2024-03-04",Motory,83
"2024-04-08",Twitter,9
"2024-12-23",Online Sales,261
"2024-12-02",Toll Free,55
"2024-02-09",Toll Free,13
"2024-10-24",Mobile Applications-TSS,1
"2024-01-22",Facebook,1
"2024-11-04",Website,120
"2024-05-27",Facebook,1
"2024-03-05",Twitter,14
"2024-08-21",Twitter,29
"2024-07-04",Mobile Applications-TSS,1
"2024-08-20",Facebook,1
"2024-10-30",Website,115
"2024-05-09",Twitter,8
"2024-09-14",Test Drive,36
"2024-05-15",Website,97
"2024-12-20",Website,111
"2024-11-30",Motory,25
"2024-07-15",Test Drive,50
"2024-12-28",Toll Free,44
"2024-05-09",Motory,60
"2024-10-31",Motory,38
"2024-11-15",Motory,33
"2024-11-08",Mobile Applications-TSS,1
"2024-12-17",Toll Free,61
"2024-10-29",Website,101
"2024-12-01",Toyota Offer,8
"2024-06-25",Website,94
"2024-05-13",Toyota Offer,129
"2024-07-12",Chatbot,1
"2024-06-09",Online Sales,344
"2024-10-10",Twitter,8
"2024-09-07",Instagram,2
"2024-04-04",Twitter,9
"2024-05-07",Website,105
"2024-12-02",Toyota Offer,2
"2024-04-15",Toyota Offer,2
"2024-05-22",Online Sales,508
"2024-02-02",Toll Free,35
"2024-05-26",Test Drive,72
"2024-10-22",Twitter,14
"2024-07-24",Chatbot,3
"2024-09-15",Chatbot,4
"2024-05-02",Website,100
"2024-07-24",Twitter,31
"2024-08-12",Yalla Motor,1
"2024-05-09",Toyota Offer,37
"2024-09-04",Events,1
"2024-05-25",Test Drive,77
"2024-09-23",Twitter,11
"2024-10-12",Chatbot,3
"2024-09-23",Social Media - Campaign,10
"2024-04-14",Motory,84
"2024-08-18",Motory,58
"2024-04-14",Events,5
"2024-09-07",Events,1
"2024-03-04",Website,115
"2024-04-13",Website,92
"2024-12-09",Motory,51
"2024-11-17",Toll Free,76
"2024-12-30",Motory,22
"2024-09-06",Toyota Offer,140
"2024-02-26",Chatbot,2
"2024-09-03",Test Drive,55
"2024-03-07",Social Media - Campaign,50
"2024-07-01",Website,199
"2024-12-05",Chatbot,6
"2024-07-22",Motory,108
"2024-06-18",Website,98
"2024-04-01",Online Sales,324
"2024-12-02",Online Sales,197
"2024-06-15",Website,65
"2024-08-19",Events,1
"2024-04-29",Mobile Applications-TSS,1
"2024-02-28",Toyota Offer,312
"2024-02-10",Website,86
"2024-11-22",Motory Campaign,12
"2024-08-14",Motory,69
"2024-10-03",Website,131
"2024-09-16",Motory,39
"2024-03-02",Twitter,7
"2024-12-21",Toyota Offer,3
"2024-11-02",Twitter,2
"2024-01-10",Social Media - Campaign,5
"2024-05-12",Test Drive,20
"2024-08-26",Online Sales,1048
"2024-07-31",Toyota Offer,37
"2024-06-20",Online Sales,382
"2024-12-17",Website,63
"2024-09-08",Instagram,1
"2024-05-08",Motory,74
"2024-04-30",Events,3
"2024-11-02",Chatbot,4
"2024-08-17",Motory,49
"2024-12-14",Motory,40
"2024-03-11",Toll Free,87
"2024-01-28",Social Media - Campaign,2
"2024-01-26",Twitter,5
"2024-05-13",Motory,79
"2024-02-22",Website,94
"2024-08-27",Toll Free,253
"2024-05-04",Toll Free,125
"2024-05-31",Toll Free,34
"2024-09-22",Toll Free,101
"2024-11-28",Test Drive,35
"2024-10-09",Website,161
"2024-12-17",Test Drive,29
"2024-06-24",Test Drive,49
"2024-05-03",Website,84
"2024-02-09",Toyota Offer,18
"2024-12-23",Toll Free,57
"2024-08-06",Social Media - Campaign,2
"2024-02-05",Twitter,6
"2024-01-17",Website,79
"2024-11-25",Online Sales,279
"2024-09-22",Social Media - Campaign,12
"2024-06-11",Chatbot,2
"2024-08-16",Online Sales,1914
"2024-03-24",Chatbot,2
"2024-07-23",Mobile Applications-TSS,2
"2024-02-13",Toll Free,167
"2024-06-24",Social Media - Campaign,37
"2024-06-03",Chatbot,4
"2024-03-17",Toyota Offer,1
"2024-12-31",Motory Campaign,1
"2024-03-24",Social Media - Campaign,38
"2024-12-10",Chatbot,1
"2024-03-05",Toll Free,185
"2024-08-09",Toll Free,36
"2024-03-11",Events,2
"2024-02-21",Instagram,1
"2024-05-13",Twitter,16
"2024-01-30",Website,82
"2024-08-06",Twitter,27
"2024-06-19",Motory,55
"2024-08-29",Motory,43
"2024-05-21",Motory,97
"2024-04-02",Events,2
"2024-05-16",Website,87
"2024-10-29",Motory,51
"2024-12-18",Toll Free,68
"2024-06-13",Motory,49
"2024-06-06",Chatbot,4
"2024-09-17",Social Media - Campaign,98
"2024-08-22",Motory,50
"2024-07-21",Website,125
"2024-06-14",Website,54
"2024-01-05",Website,58
"2024-03-02",Events,1
"2024-12-02",Facebook,1
"2024-01-10",Motory,84
"2024-09-12",Mobile Applications-TSS,1
"2024-09-09",Toll Free,144
"2024-03-13",Motory,117
"2024-01-11",Mobile Applications-TSS,1
"2024-10-18",Website,83
"2024-09-02",Online Sales,479
"2024-07-14",Facebook,1
"2024-10-02",Chatbot,4
"2024-05-30",Toyota Offer,52
"2024-08-30",Chatbot,4
"2024-04-04",Instagram,1
"2024-07-15",Chatbot,2
"2024-08-08",Chatbot,5
"2024-05-12",Twitter,3
"2024-12-09",Test Drive,39
"2024-11-28",Twitter,4
"2024-10-02",Motory,48
"2024-11-26",Social Media - Campaign,60
"2024-08-23",Twitter,17
"2024-10-13",Chatbot,3
"2024-06-21",Online Sales,352
"2024-11-28",Toll Free,58
"2024-08-29",Toll Free,219
"2024-04-25",Twitter,4
"2024-01-17",Chatbot,2
"2024-12-03",Social Media - Campaign,105
"2024-10-11",Chatbot,1
"2024-07-24",Facebook,2
"2024-01-15",Social Media - Campaign,27
"2024-09-04",Motory,40
"2024-11-30",Website,101
"2024-01-18",Website,88
"2024-04-23",Toyota Offer,47
"2024-03-29",Events,1
"2024-09-29",Motory,53
"2024-10-30",Toyota Offer,84
"2024-04-28",Social Media - Campaign,123
"2024-04-21",Online Sales,416
"2024-08-27",Yalla Motor,75
"2024-10-18",Online Sales,321
"2024-05-03",Motory,65
"2024-04-28",Events,2
"2024-01-22",Twitter,8
"2024-01-10",Online Sales,360
"2024-07-14",Toll Free,182
"2024-11-01",Motory,44
"2024-09-21",Twitter,26
"2024-06-29",Toyota Offer,107
"2024-11-21",Motory Campaign,54
"2024-06-25",Toyota Offer,231
"2024-12-24",Social Media - Campaign,104
"2024-12-02",Website,67
"2024-02-26",Website,93
"2024-05-16",Motory,56
"2024-03-09",Website,124
"2024-10-04",Instagram,2
"2024-03-31",Twitter,16
"2024-06-01",Mobile Applications-TSS,2
"2024-06-26",Website,87
"2024-02-24",Twitter,9
"2024-10-11",Online Sales,281
"2024-09-28",Test Drive,53
"2024-05-08",Twitter,8
"2024-03-19",Twitter,8
"2024-04-25",Toyota Offer,28
"2024-04-13",Twitter,8
"2024-10-16",Test Drive,61
"2024-06-30",Twitter,8
"2024-02-15",Online Sales,334
"2024-12-05",Twitter,2
"2024-04-14",Twitter,9
"2024-09-20",Online Sales,440
"2024-05-05",Website,118
"2024-11-23",Toll Free,82
"2024-07-06",Motory,71
"2024-12-05",Toll Free,49
"2024-07-19",Test Drive,28
"2024-09-17",Motory Campaign,1
"2024-03-23",Mobile Applications-TSS,1
"2024-10-24",Motory,53
"2024-10-22",Test Drive,47
"2024-11-18",Twitter,12
"2024-12-11",Online Sales,220
"2024-05-11",Mobile Applications-TSS,1
"2024-12-23",Motory,40
"2024-06-01",Chatbot,2
"2024-09-29",Online Sales,458
"2024-05-24",Chatbot,5
"2024-06-24",Twitter,22
"2024-06-26",Instagram,1
"2024-06-15",Online Sales,275
"2024-01-28",Motory,80
"2024-06-04",Chatbot,4
"2024-03-23",Twitter,13
"2024-01-11",Motory,84
"2024-04-13",Online Sales,288
"2024-05-19",Facebook,1
"2024-05-30",Social Media - Campaign,1
"2024-05-30",Test Drive,47
"2024-07-31",Chatbot,7
"2024-06-17",Chatbot,3
"2024-03-27",Instagram,1
"2024-11-13",Motory Campaign,71
"2024-02-14",Social Media - Campaign,25
"2024-11-15",Twitter,4
"2024-07-09",Social Media - Campaign,112
"2024-02-21",Twitter,12
"2024-08-01",Chatbot,6
"2024-12-27",Twitter,6
"2024-07-05",Test Drive,35
"2024-06-15",Mobile Applications-TSS,1
"2024-10-03",Motory,46
"2024-06-04",Test Drive,28
"2024-10-23",Twitter,14
"2024-03-09",Twitter,4
"2024-06-12",Online Sales,345
"2024-05-27",Toyota Offer,1
"2024-12-26",Social Media - Campaign,137
"2024-01-05",Motory,80
"2024-12-18",Online Sales,232
"2024-10-26",Chatbot,3
"2024-11-22",Toll Free,14
"2024-06-03",Twitter,4
"2024-12-20",Motory,38
"2024-08-02",Instagram,1
"2024-10-26",Instagram,1
"2024-07-18",Twitter,11
"2024-05-24",Twitter,17
"2024-07-19",Online Sales,363
"2024-04-17",Motory,94
"2024-03-27",Website,108
"2024-12-30",Toyota Offer,6
"2024-04-22",Motory,74
"2024-10-12",Online Sales,386
"2024-01-11",Online Sales,371
"2024-10-17",Mobile Applications-TSS,1
"2024-08-05",Online Sales,313
"2024-08-06",Motory Campaign,46
"2024-04-07",Facebook,3
"2024-10-15",Instagram,2
"2024-10-26",Website,108
"2024-11-22",Motory,40
"2024-08-17",Chatbot,1
"2024-04-04",Motory,76
"2024-10-18",Mobile Applications-TSS,1
"2024-09-07",Toyota Offer,40
"2024-10-19",Chatbot,8
"2024-06-10",Mobile Applications-TSS,1
"2024-09-03",Motory,67
"2024-11-30",Social Media - Campaign,66
"2024-02-21",Events,1
"2024-12-15",Motory,42
"2024-11-09",Toyota Offer,440
"2024-09-30",Motory Campaign,155
"2024-10-28",Website,125
"2024-12-05",Toyota Offer,2
"2024-11-28",Motory Campaign,61
"2024-05-18",Twitter,30
